pmid,ref_list
1092671,"['4908671', '4563986', '4869215', '4580559', '4869214', '4926690', '4603161', '4945181', '5337773', '4912521', '4397929', '1090576', '4597453', '4895215', '4555414']"
6033532,"['14222810', '5925318']"
19870855,"['19870257', '19869450', '19870148', '19869404']"
4372397,"['4897112', '4591470', '4991424', '13987374', '4528605', '14292991', '14273640', '14127571', '4551145', '4874304', '14273641', '4929867']"
4291787,"['14342506', '13828388', '13416309']"
5131013,['5289385']
2650680,"['2869144', '2419484', '2820378', '179091', '6600842', '6379151', '6943544', '942401', '6603873', '4783096', '5046150', '4250239', '6090646', '6090649', '2451500']"
4192704,"['4171054', '5943000', '4964566', '14461382', '5941664']"
4560065,"['4887519', '5327904', '4930242', '4940379', '4869214', '4945194', '4869213', '4902384']"
5904221,['14106120']
5126913,['4329562']
3035561,"['230821', '4211166', '6108560', '6656760', '6777369', '802513', '187173', '3463996', '3863100', '3467361']"
4576403,"['4553849', '4399341', '4860908', '4945194', '4258796', '5322723', '5337773', '4874304', '4942914', '4929867']"
2388038,"['3931636', '4329562', '6615424', '6199739', '3689328', '6370241', '3896234', '3223923', '2987274', '1150746', '838773', '838772']"
19869455,['19869220']
1202019,"['1097576', '126270', '1117030', '1113066', '1141379']"
4810778,['4636395']
19871355,"['19870855', '19869450', '19871314', '19870707', '19871342']"
4300067,"['5968974', '14208516', '13449101', '14222809']"
6790574,"['5080705', '5449131', '5771188', '307006', '6938979', '288080', '7030313', '169697', '1258974', '299747', '315561']"
19870145,"['19869432', '19869057']"
4207756,"['13952722', '5288365', '4994599', '4924969', '4399341', '6016896', '5271748']"
4351810,"['4632321', '14205619', '4895215', '4336689', '5288365', '4591486', '4207756', '5271748']"
4333043,['5158908']
4901355,"['4898984', '13702406']"
6350361,"['956372', '4337577', '308030', '126830', '4987909', '13720937', '4820640', '737910', '641145', '5913303']"
269439,"['6035644', '329287', '6035643', '186640', '1184752', '186639', '181401']"
4181572,"['5913303', '5943000', '14461382', '5645848', '4160443']"
8192668,"['2644235', '3317405', '2543975', '3045077', '3753440', '2025221', '1093178', '3479771', '6646125', '4636395', '1314568', '3545185', '88048']"
4758659,"['4924107', '5105952', '4099670', '16992299', '5428856', '16992298', '5112170', '5639362', '5639361', '16992297']"
13398436,['13117816']
4360543,"['4630612', '4887520', '4867745', '4574693', '4902384', '4919749', '4591470', '4930242', '4347245', '4345920']"
4604639,"['4875809', '4352176', '4556462', '4359647', '4908671', '4583254', '14047236', '14205619', '4919748', '4583203', '4606553', '4923076', '4559593']"
6117854,"['1082506', '174544', '306839', '5494227', '179091', '4250239', '4200724', '5129269', '4151898', '4372600']"
4209578,"['4814897', '4824289']"
4918356,"['4867745', '5322723', '5327904', '4902384']"
2561788,"['3663188', '2959279', '4391039', '2413915', '2443667', '191471', '2834737', '2457088', '2457089', '2842491', '3718485', '2558167', '2873240', '2900892', '2451020']"
18881491,"['19870729', '19870855', '19871558', '19871486', '19871491', '19871487']"
1147905,"['16742812', '5126640', '4227212', '4278548', '4106490', '16742811']"
6293467,"['186037', '949336', '204299', '6289804', '230821', '219849', '6274318']"
4578155,"['4181830', '4736774', '4693646', '13758074', '4168098', '4988128', '5523966', '4623164', '4181538']"
7320872,"['1156396', '306839', '238033', '5126640', '13621406', '4722896', '5498453', '314510', '5812469', '13621405']"
388439,"['191642', '5527240', '5044758', '4356571', '1184752', '6035644', '4558009', '5289385', '329287']"
2900892,"['6310590', '5046150', '3026311', '2413915', '6943544', '560846', '6247487', '191471', '179091', '7431249', '2873240', '2451020']"
6457076,"['150426', '627836', '6965306', '925079', '1202020', '701363', '172515', '1202019', '273062', '7026575']"
19870525,"['19870145', '19870335', '19870432']"
441994,['5310138']
4587605,"['4929867', '14273650', '4630612', '4345920', '4887519', '4887520', '4574696', '4874304', '4583203', '5322723', '4579870']"
6802933,"['1003106', '945806', '1003105', '833542', '233974', '6264018', '1081122', '1083424', '299886', '401862']"
5545124,"['4161820', '4169964', '4924198', '14461382']"
115892,"['162790', '416168', '1254641', '1244421', '511942', '131173', '925079', '315987', '103883', '1117030']"
6193516,"['6281794', '171657', '7358851', '1054823', '6960360', '6787602', '299747', '7193688', '6787609', '6893455', '6934537', '313568']"
1092669,"['4604763', '4901361', '4919749', '4728274', '4919748', '4717517', '5764338', '4599123', '4912520', '4364333', '4583247', '1090571', '4598290', '1090576', '1093180']"
4348786,"['4566524', '5046147', '5340539', '13913207']"
4356571,"['4558009', '5269244']"
879873,"['14058267', '4100685', '5547056', '4965466', '5941664', '13664676', '5943000', '4864670', '4181830', '5430374', '5942999']"
5579661,"['5549097', '4250239', '5806399', '5449121']"
288060,"['226065', '16742812', '666748', '564692', '193098', '4333037', '1068456', '444224', '307249']"
11526827,"['14485725', '13621406']"
5273452,"['5938816', '4965466', '4160399', '4160443', '4872344', '4984383']"
6284706,"['61588', '6797402', '6108560', '802513', '62360', '267930', '6933549']"
3025593,"['88048', '7378068', '6951196', '6292456', '4636395', '15938047', '202957', '4139705', '6300662']"
4273171,"['4919749', '4555412', '4552226', '4945194', '4902384', '4926684']"
3487314,"['6572915', '3486656', '191471', '5352046', '1147905', '49421', '2994073', '6089758', '238034', '4278548', '4084229', '3931630']"
4919751,"['14329463', '5327904', '5764338', '4912520']"
4572709,"['4564210', '4907880', '4945192', '4256722', '4553837', '4912521', '4550818', '4895215']"
5943000,"['14058267', '13889151', '13398971']"
4598307,"['4939766', '4927673', '4860908', '4576014', '4930242', '4359647', '4929867', '4942760', '4570769', '4199105', '4559593']"
2297482,"['2713247', '3166899']"
6600842,"['4210210', '5046147', '4227212', '1087642', '6984069', '5549097', '1082506', '4868186', '7431249', '5046150', '14284779']"
4934061,"['4930242', '4918356', '4902384', '4895848', '5327904']"
4200725,"['4312544', '14340089', '4357710', '4225884', '4983644', '5495157', '4621686']"
5430374,"['4186796', '4964566', '13912024', '4984383', '4872344', '4168098']"
1254641,"['1202019', '1113066', '1202020', '172515']"
1061089,"['1105581', '1090570', '14329449', '4935326', '4907879', '4717517', '1097396', '6016896', '1097424', '14329463', '5781577', '4896350', '5646621', '4343823', '4275652', '4717511', '125745']"
659615,"['4900611', '5058962', '4106490', '1068456', '241998', '238034', '174544', '6033576', '191471']"
6165999,"['266704', '708376', '802513', '938474', '8039', '88048']"
564692,"['4347251', '13938025', '5494227', '238034', '560846', '597271', '1016242']"
4468862,"['13398971', '4323748', '5791607', '4675201', '4264646', '5021704', '5570677', '4648821', '4573426', '5083460', '4282849']"
4150652,"['4341704', '4941569', '4099097', '13416309', '4941570', '4579004', '4149273', '4576401']"
4268097,"['13376638', '13514006', '14273672', '14208516', '4889268', '4099097', '4341704']"
18220,"['13733733', '13621406', '54920', '4508336', '5046150', '5046147', '4545390']"
16749144,[]
2994048,"['6826726', '7030313', '6945600', '6630524', '164667', '6193516', '277924', '6087354', '641158', '6975347', '286325', '6223940', '6310559', '191639', '6412737']"
5271167,"['4160398', '4163363', '4899853', '4984383', '4965466', '5938816']"
4576014,"['4591470', '4552226', '4929867', '4887519', '4943172', '4942914', '4559599', '5327904', '4559594']"
4368323,"['4591961', '4887519', '4579874', '4587255', '4600786', '4559593', '4275310', '4574693', '4576014', '4555414', '4551983', '4559599']"
5021704,"['14461382', '5804533', '13035721', '5654401', '4164675', '5570677', '5428856', '4168369', '5136466']"
14461382,['14795439']
978798,"['4528619', '1255846', '4747985']"
838772,"['62360', '11783', '4854723', '1150746']"
5795099,"['13664676', '5791607', '5829754', '5762048']"
164009,"['4133056', '5449131', '16749142', '4151956']"
19871138,"['19870976', '19870967', '19870932', '19870814', '19870740']"
2138778,"['2820378', '2948490', '5352046', '6943544', '54920', '6604805', '2959278', '2959280', '3291862', '3138987', '3883990', '2884101', '2959279', '6093775']"
2153223,"['379820', '6294326', '6656760', '3317405', '4205352', '6284706', '3545185', '88048', '170607', '6615426', '708376', '4205351']"
4549570,"['5307809', '13698150', '4541554', '4960935', '5766943', '4181830', '4168098', '4539638', '13720937', '14058267']"
3020543,"['17620', '6089177', '6580622', '313568', '7358851', '3085757', '2426709', '574143', '1054823', '6954514', '291068', '3722386', '191639', '6630524', '2991848', '3529084']"
4576401,"['4923066', '5001205', '4923077', '4941569', '4099097', '4404057', '4941570']"
7153246,"['344328', '925079', '702050', '357438', '1097576', '309919', '1083421', '6257726', '1113066']"
4109111,"['4984383', '5938816', '4965466', '4160398', '4160399', '4864671', '4101344']"
5044758,['5289385']
4205351,['5126913']
329287,"['164667', '4814896', '191640', '186639', '181401', '186640']"
4993515,"['4984383', '5938816', '5655106', '4864671', '4160398', '5271167', '5413326']"
13398575,['14898035']
187622,"['5289362', '4566474', '171281', '1054823', '1124800', '5049426']"
3558321,"['3036064', '629745', '6278417', '3028370', '6860309', '10793698', '6138708', '3566712', '230821', '3025593']"
2987274,"['454374', '273225', '7236202', '999652', '11783', '1150746', '838772', '838773']"
6572380,"['6966402', '38260', '629753', '6795635', '4400052', '5269244', '4340975', '164667', '288080', '5002629', '6310559', '6787602', '7030313']"
4597453,"['4397929', '4583237', '4555414', '4553837', '4945181', '4942762', '4937782', '4898984', '4583254', '4869215', '4912521']"
19869432,['19869011']
650151,"['344328', '830791', '914894', '53265', '1097576', '1141379', '201645', '925079']"
182722,"['5791607', '5083460', '4181572', '956372', '13664677', '13664676', '13912024', '5559143', '932212']"
2842491,"['4200724', '1079536', '4102003', '4227212', '5352046', '322137', '2825654', '2873240', '2959278', '6611405', '2443667']"
6968339,"['7372714', '1097576', '1113066', '144139', '701356', '58959', '167099', '6893451', '304881', '299880', '830791']"
4550819,"['4399341', '4912521', '4884826', '4907879', '4323966', '4919744', '5337773']"
4758787,"['5002629', '5049426', '4715955']"
5913303,"['4159050', '14021124', '13814573']"
6107090,"['570052', '1191416']"
19871270,"['19869937', '19869519', '19870384', '19869620', '19870836']"
1093180,"['4924969', '4552226', '4912520', '4945194', '4576230', '4923076', '1090576', '1090571', '5237898', '4550672', '4583247', '1090570', '4598290', '4612523']"
4150649,"['13376638', '4271644', '4331255', '13697429', '6048801', '4399517', '4146799', '4314476']"
19870666,"['19869620', '19869862', '19869057', '19869058']"
19870326,"['19869862', '19868761', '19870226']"
5527240,['5775787']
191809,"['1061124', '4530310', '4360938']"
4606553,"['4579870', '4887519', '4553849', '4907880', '4926690', '4555412', '4273171', '4167587', '4576014', '4926684', '4576403', '4583203', '4352176']"
1653320,"['2825180', '2558167', '6525174', '7378065', '2458453', '2558168', '2834737', '2561788', '2484209', '564692', '3291862', '2842491', '322137', '2900332']"
1016244,"['186036', '186037', '949336']"
1093178,"['4527690', '4747985']"
920777,"['5058962', '241998', '4508336', '14069792', '4375471', '4357461']"
2825180,"['3663137', '2820378', '3487314', '6089758', '6093775', '4084229', '5801425', '2869144', '6525174', '238034', '3486656', '2994073']"
4616943,"['4559599', '14273650', '4902384', '4399341', '4553849', '4604508', '4930242', '4560065', '4591470', '4559741', '4580559', '4359651', '4574696']"
6815205,"['702050', '1117030', '1244421', '115892', '117075', '162790', '6965306', '701356', '6977612', '511941', '103883', '7251647']"
2829834,"['7115317', '6370241', '621786', '3927292', '6278417', '4854723', '8039', '379820', '1156392']"
5774477,"['6033537', '13549500', '14340089', '5679365']"
179532,"['5996', '4277624', '13697429', '13587549', '4706189', '13398435', '5920196', '5551637', '5122805']"
6089758,"['1016242', '238034', '6817329', '25652', '5579661', '172531', '1079536', '4900611', '6611405', '6952258', '6087800']"
4907880,"['5337773', '4860908', '5327904']"
4323297,"['13952722', '4924969', '4912521', '5337773', '4897112']"
1091928,"['4867745', '4930242', '4935321', '4560697', '4214778', '4528605', '4728274', '4928015', '4919748', '4919749', '1090570', '4336693', '4550672']"
1091631,"['4860908', '4345920', '4399341', '4887519', '4627928', '4167587', '4360543', '4605383', '4887520', '1090584', '4616943', '4574693']"
6460044,"['6449521', '4689513', '1262475', '4360946', '6035644', '6457076', '7358851', '1054823', '299747', '288080']"
1090602,"['4728274', '4336689', '4565531', '4945199', '13894677', '4570769', '4928006', '4928016', '4942762', '4632321', '5288365', '4604639']"
4960935,"['5829754', '13758074', '13930142']"
4867745,"['14292991', '5322723']"
230821,"['949336', '204299', '228058', '1016244', '186036', '219849']"
6223940,"['96438', '5289362', '5775786', '7358851', '5131013', '6790574', '7076844', '7193688', '191639', '315561', '268636', '307007', '6310559']"
4572721,"['4399341', '4256722', '4565531', '4397929', '4928016', '4897112', '4323297', '4333375', '4552989']"
6860545,['7459241']
4337577,"['4997587', '5844380', '13698149', '4178111', '5473607', '4104294', '13998479']"
13621405,[]
6147356,"['1083424', '1109230', '401862', '6264018', '833542', '6292235', '6187754', '6802933', '299886', '6796647', '6292236', '6749861']"
4169437,"['14021124', '14164478', '13743575', '14238928']"
19869620,"['19869011', '19869072']"
1715916,"['6093775', '6525174', '5579661', '174544', '3499139', '18220', '6087800', '5352046', '2451020', '3487314', '1703572', '560846', '2558168', '2484210', '2484209', '2458453']"
4250239,"['5765859', '5498453', '5472171']"
14222810,"['14404587', '13981351']"
4091828,"['942402', '659615', '6943544', '6267261', '7320872', '4091808', '3994671', '5579661', '238034', '5016949', '6087800']"
1142475,"['16658380', '16658379']"
92524,"['702050', '1113066', '811750', '1141379', '58959', '233910', '701356', '299880']"
4325310,"['5804533', '4959010', '5787344', '14058267', '4864670', '4168369', '5307809']"
19869084,['19869059']
3925455,"['1093178', '6615426', '6933549', '6441888', '272661', '6292456']"
4728274,"['4926684', '4912521', '4555406', '4924969', '4901361', '4935326', '4196248', '5764338', '4919748', '4919749']"
14436835,"['13514006', '13011275']"
1320125,"['441996', '3418283', '3443812']"
14454674,['13913207']
5472171,"['13913207', '5806399', '4391039']"
7378065,"['5812469', '942401', '1260175', '4102003', '13981351', '564692', '5656394', '1156396', '6033576']"
8198555,"['2829835', '2302188', '1323838', '3036081', '1016244', '1327760', '3034602', '2543975', '204299', '1314568', '3036064', '2840891', '230821']"
6411852,"['7372714', '6183279', '58959', '701356', '6815205', '6893451', '702050', '1083421', '7142292', '6822786', '6788894', '7328117']"
4156832,"['4941570', '4270946', '4291787', '4399517', '4576401', '4404057', '4377217', '4149273', '4150652']"
14898034,['14907625']
309919,"['172515', '1083421', '1202020', '53265', '416168', '811750', '1113066', '299880']"
486120,"['454374', '192195', '1220686', '1156392', '8039']"
4605004,"['13939962', '4552989', '4939766', '4364333', '4258796', '5337773', '4359648', '4869214', '14173001', '5327904', '4940379', '4712575', '4587613']"
3019668,"['6933549', '766753', '3460518', '6284707', '266704', '6615426', '6373250', '6370241', '6656760', '6287217']"
4987909,"['5413326', '4160443', '4295331', '5430788', '4181830', '4161820']"
4981709,"['14210764', '5844380', '5639362', '13814573', '13912024', '5639361']"
5508376,"['4168369', '14162533', '4192704', '4873020', '5430788', '5804533']"
4940379,"['4879237', '4860908', '5327904', '14273645']"
4924107,"['5787344', '14058267', '14209913', '4872344', '4981709', '4920597']"
4919744,"['4860908', '4874304', '4879237', '5322723']"
19871389,"['19870729', '19870740', '19871385', '19871016', '19871177', '19871042']"
5938816,"['14068394', '4160399', '4160398']"
2419484,"['7431249', '5046150', '13938025', '322137', '6090646', '6984069', '238034', '6600842', '7310735', '6090649', '7182478', '401862', '6264018']"
4919748,"['5764338', '6016896', '4912520', '5646621']"
6945600,"['4400052', '426037', '4366245', '1266944', '328516', '171657', '574143', '286325', '181401', '7358851', '5289385', '1262475']"
967694,"['4563986', '770450', '4895848', '4924969', '4869215', '1092658', '1059152', '1092652', '4528605', '5764338', '5237898', '4579874', '1090570', '4515610', '4930242', '1088825', '4811009']"
5225522,"['14907624', '14907625', '13117816']"
4632321,"['4565418', '4942760', '4928015', '4336696', '4901355', '4207756', '4336689', '4943172']"
322137,"['167718', '5129269', '16742812', '13981351', '54920', '1147905', '179091']"
7115317,"['7191691', '228058', '575040', '6777369', '212599', '575041', '7197923']"
3543932,"['6270369', '5126912', '6319760', '4610567', '3461460', '2994060', '1093178', '575041', '192195', '2994628']"
139891,"['1098659', '4291787', '4749276', '6033537', '13885712', '5435498', '4357710', '5774477', '5679365', '5639931']"
441996,['5310138']
2438693,"['3814093', '6951196', '6615426', '379820', '4211166', '7191691', '3010323', '3931636', '6300662']"
7441553,"['4900611', '174544', '564692', '5812469', '942401', '1260175', '14041948', '1065905']"
166094,"['4279270', '4278108', '1054823']"
4889268,"['4961416', '13999359', '4177737']"
19871354,"['19869424', '19869449', '19870362', '19870707', '19871342']"
2803869,"['7459162', '6626399', '2967087']"
1059102,"['5269244', '5131013', '1124800', '4530317']"
2426709,"['164667', '3877935', '4355374', '171281', '6273845', '6987662', '6987652', '7358851', '186640', '6460044', '3722386', '6225428', '3006053', '6284798', '3156882', '6201359']"
3890831,"['6300662', '743241', '202950', '7236202', '291909', '7236203', '202957', '73183']"
6591179,"['203926', '6318654', '424306', '6108560', '1061124', '743241', '6166005', '388427']"
6788894,"['3509', '7251647', '649658', '914894', '925079', '304881', '7372714', '830791', '650151', '201645', '1141379', '571893']"
4689513,"['4340975', '4255415']"
70433,"['5054252', '191640', '1124800', '4715955', '4209578', '5002629']"
7310735,"['5013594', '5765859', '1119538', '24736', '18220', '560846', '564692', '5046147', '5340538', '5340539']"
4163363,"['4160443', '4959010', '5938816']"
204299,"['949336', '1016244', '186036', '186037']"
7470339,"['4386876', '6107090', '7459162']"
4636395,['4333043']
13851098,[]
1184752,"['5664206', '5002629', '4255415', '169697', '6035644']"
1202020,"['162790', '1117030', '167099', '1141379']"
13944428,['14454675']
4891262,"['14273650', '4887520']"
2959278,"['3883990', '1156396', '6093775', '3499139', '6087800', '5073238', '4783095', '6310590', '5549097', '6572915', '6943544', '6273550', '3026311', '2948490']"
6435606,"['230821', '424306', '6777369', '7191691', '6956912', '575040', '7197923', '7115317']"
6033537,"['13449101', '13885712', '13549500']"
4591960,"['4923074', '4099097', '4335249', '13449101', '5679365', '4923077', '4403970']"
4558009,"['5269244', '5289385']"
4628744,"['4907880', '4258796', '4902384', '4336689', '13987374', '5271748']"
177979,"['4689513', '1124800', '4255415', '4530317', '1059102']"
3460518,"['6274318', '266704', '6615426', '3925455', '6284707', '291909', '6284706']"
14228505,['13944428']
6933549,"['291909', '11783', '5315962', '803566', '4747985']"
4295331,"['13912024', '13664676', '14058267', '13814573']"
4942914,"['4895848', '4869215', '4879237', '5322723', '4918356', '4930242']"
1156392,['4211166']
6431918,"['4623164', '5545124', '4427089', '4181830', '4987909', '956372', '932212', '1080129', '4160443', '4962241', '5430788', '6706215']"
571893,"['1097576', '701364', '58959', '618900', '925079', '299880', '233910', '702050', '162790']"
19870523,"['19870145', '19870335', '19870432']"
1090591,"['4923074', '4155073', '5679366', '4941569', '4587250', '4918633', '4576401', '4261111', '4941570']"
4364333,"['5337773', '4347245', '4600786', '4345920', '4572708', '4555414', '4553837', '4595202', '4579870']"
11526854,"['13222283', '14058267']"
4854723,"['4205352', '4636395']"
2448800,"['13621405', '7320872', '3827881', '7001464', '1156396', '6267261', '6418245', '6090649', '4267065', '6117854', '4091828', '2451020', '3026359', '4348786']"
5307809,"['5654401', '4160398', '4965466', '4168369', '4171054', '4178111']"
14404587,[]
19870232,"['19869084', '19869449']"
4261111,"['14907624', '14907625', '5238663', '4918633', '4984428', '5225522', '13117816']"
7669587,"['6860545', '7059468', '3994912']"
6943544,"['179091', '5656394', '4250239', '1082506', '4722896', '13913207', '54920', '5494227', '1156396', '241998']"
4579870,"['4937782', '4630612', '4574696', '4945192', '4574693', '5322723', '4399341', '4273171', '4929867']"
4901361,"['4982358', '4875809', '5764338']"
5503873,['4291442']
4357461,"['14206424', '5925318', '4900611']"
19870976,"['19870814', '19870740', '19870525', '19870523', '19870803']"
19870814,"['19870803', '19870523', '19870729', '19870740']"
4331255,"['4923074', '5129266', '4225884', '13549500', '13376638', '14340089']"
101520,"['1093168', '4939766', '4942914', '770449', '4879237', '4940379', '4345849', '4553849', '1100605', '4572720', '96092', '14329449', '4323966', '4919744', '4896350', '5808311']"
364484,"['1097396', '4606851', '1092671', '4587255', '4869215', '4604639', '318646', '1054851', '5327904', '1088825', '4528605', '770450', '770449']"
8260381,"['6849791', '2390471']"
6034749,"['4164675', '14176294', '14795438', '14164478']"
3140780,"['204299', '3036064', '6779811', '6293467', '3034602', '230821', '949336', '219849', '186036', '186037', '6274318']"
5531667,"['14058267', '14209913', '13664676', '4962241', '14164478', '5654401']"
13664677,['14795439']
4587250,"['4261111', '4889268', '4149273', '4341704', '4343963', '4579004', '4583021', '4394455']"
3931630,"['6943544', '6087800', '6093775', '3994671', '7431249', '238034', '14284779', '6332622']"
4945199,"['4902384', '4901361', '4934065', '4935321', '4929855']"
307006,"['5054252', '5086899', '1258974', '5080705', '4360946', '17620']"
1117030,"['4824289', '5771189', '4360946', '162790']"
6095298,"['187622', '6460044', '4426911', '169293', '405872', '6281794', '6987662', '4255415', '4151956', '291068', '6960360', '109833', '7076844', '409735', '6943570']"
4545894,"['14319404', '13035721', '5112170', '16992297', '4761331', '5021704', '16992299', '13398975', '4675201', '16992298']"
277924,"['187622', '171657', '164009', '1266944', '4566474', '1054823', '96438']"
1097422,"['4606851', '4420778', '1092652', '125265', '14124314', '1091631', '4207756', '4587255', '1101266', '1097390', '4943172', '1093180', '4587254', '1092668', '1092667', '1092669']"
6833369,"['6788894', '627836', '925079', '7358795', '1113066', '201645', '1117030', '7328117', '1141379', '92524', '7061598']"
2835398,"['5288383', '204299', '6165999', '3545185', '202957', '6108560', '212599', '3035561', '6283171', '3467361', '3463996']"
3965498,"['96438', '6933476', '6787602', '4400052', '4356572', '574143', '1081991', '6208557', '6580622', '4356571', '6223940', '277924']"
1091625,"['4919748', '4728274', '5288365', '4928015', '5237898', '4515610', '4583233', '4935326', '4528605', '4587613', '1091928', '1090570']"
6681817,"['702050', '1254641', '6257726', '7358795', '162790', '1113066', '1097576', '7096442', '344328', '7061598', '7419598']"
4008440,"['3838468', '4205351', '7236203', '228058', '6315408', '486120', '7236202', '6278417', '1061124']"
5126912,['4329561']
6924936,"['6121819', '1141379', '1202019', '6799523', '305462', '172515', '273062', '167099', '1117030', '103883', '6183279', '1202020', '115892']"
5340538,"['14454675', '13913207']"
19866698,"['14208357', '14222810']"
127786,"['171661', '4200725', '4153028', '4618479', '4749276', '4515933', '4706189', '4441366', '4270946', '4341704']"
13549503,['13525435']
3033023,"['4355374', '426037', '307007', '2992941', '409735', '6933476', '3799815', '51031', '6273845', '269439', '3877935', '169293', '6308050', '6966402', '6193516', '181401', '4364409']"
5837777,"['14340044', '19869220', '19871418', '13406175', '13439111', '13303998', '19870326', '14033865', '14340043']"
5101779,"['4169964', '5430374', '4171055', '4964566', '5413326', '5324224']"
6208557,"['566280', '169697', '7229034', '181401', '1098043', '6197984', '5289362', '7076844', '6460044', '1262475', '6191326', '5289385', '6580622']"
7350172,"['1083421', '650151', '1202020', '702050', '92524', '201645', '1097576', '1141379']"
2107074,"['6330691', '6373250', '2302188', '6646125', '6284707', '3045077', '1093178', '6284706', '7115317', '575041', '3019668']"
5288387,"['13109153', '13438910', '14898034', '13514006', '14436835', '13449101']"
4559599,"['4918356', '4937782', '4935321', '4552226', '5327904', '4551983', '4338582', '4930242']"
4336689,"['4918356', '4207756', '4901355', '4928006', '5327904', '14329463']"
4327463,"['13938025', '14222810', '13913207', '5812469']"
191642,"['186640', '181401', '1266944', '171281', '186639', '1054823']"
821935,"['1090576', '4555406', '4928015', '4550672', '4196248', '1101266', '4333375', '1090570', '4935326', '4919749', '4604639', '1091928', '4728274', '4214778', '4919748', '4583233']"
304881,"['1117030', '1244421', '830791', '1104745', '233910', '811750', '300781']"
19870613,"['19869059', '19869085', '19870380', '19869937']"
19868761,[]
3529084,"['291068', '204932', '6201359', '6089177', '6787609', '624905', '4372293', '6197984', '6187012', '2991848', '7358851', '3722386', '6225428', '96438', '6630524']"
2457087,"['4783096', '6952258', '2842491', '942401', '2994073', '2873240', '2443667', '2448800', '4783095', '1082506', '2900892', '2451020']"
4591481,"['4930242', '4918356', '4919744', '4902384', '4942914', '4399341', '4937784', '4553849']"
567240,"['1097576', '344328', '416168', '811750', '925079', '273062', '1113066', '618900']"
14047236,['13702406']
4403970,"['5774477', '4308839', '4892368', '13697429', '4923077', '5775846', '4335249']"
1318023,"['3499139', '3718485', '1260175', '6090646', '6273550', '1653320', '7441553', '3663137', '3479980', '2173565', '6525174', '2458453', '2959277', '2558168', '6817329', '1830474']"
13398975,['13035721']
19871418,"['19869059', '19869057', '19869011']"
220959,"['204299', '949336', '1016244', '219849', '597231']"
6211171,"['4267535', '17116', '5679365', '154888', '5495156', '139891', '5495157', '4277624', '4153028', '14222809', '6451217']"
4357711,"['5022173', '4225884', '14340089', '4144294', '4399517', '4331255', '4331254', '4399518']"
6289305,"['51031', '7076844', '191639', '4255415', '1258974', '204932', '6790574', '6943570']"
3467361,"['6615425', '3461460', '8039', '3010323', '575041', '3545185', '6615426', '6108560', '3463996', '3863100']"
3827851,"['1082506', '3487314', '6984069', '6747902', '5352046', '3486656', '6089758', '4783096', '6093775', '6525174', '6332622']"
19870226,"['19869084', '19870029']"
4583233,"['4336696', '4928015', '5764338', '4196248', '4576230', '4572720', '4919749', '4728274', '4919748', '4935326']"
315987,"['701356', '571893', '1117030', '126270', '102729', '357438', '416168', '299880', '58959']"
5289385,['5269244']
4604508,"['4627928', '4887519', '4630612', '4555412', '4869214', '4167587', '4570768', '4937782', '4591481', '4559741', '4590473', '4895848']"
3808952,"['6175960', '6860308', '938474', '291909', '6278417', '3753440', '379820', '202957', '6477524']"
4426911,"['5044758', '4133056']"
14113076,"['13035721', '13998479']"
6379151,"['4227212', '5765859', '4722896', '560846', '1068456', '1156396', '5812469', '4327463', '6611405', '7378065']"
4623164,"['4099670', '5791607', '5545124', '6034749', '4181538', '5571055', '4997587', '4988128', '5662582']"
1104745,"['1097576', '1117030', '162790', '167099', '1113066']"
4217776,"['4205352', '5126913']"
7283980,"['1093178', '11783', '230821', '7236203', '999652', '7236202']"
13439111,"['16744548', '19871314', '18143584', '19870943', '18873865', '14824411']"
3663137,"['3566711', '18220', '6089758', '7378065', '2994073', '3827851', '6332622', '6093775', '6572915', '3487314', '3499139', '6525174', '3486656']"
221905,"['4722896', '4357461', '23104', '172531', '4783096', '4267065', '14060445', '4783095', '192082']"
2870180,"['7441553', '7310735', '5767880', '314510', '49421', '13914195', '6611404', '6603873', '14485725', '191471']"
14381436,['14907625']
4222988,['14106120']
273062,"['618900', '775014', '300781', '233910', '167099']"
1054823,"['6035644', '4255415', '4566474']"
2994060,"['1016244', '1093178', '803568', '192195', '6656760', '61588', '6274318']"
2930462,"['6712596', '3019668', '6777369', '6138708', '1093178', '803566', '4747985', '3545185', '3010323', '6318654', '2835398', '2537618']"
566107,"['14324118', '141933']"
3545185,"['8039', '6370241', '3753440', '6284706', '1061124', '6797402', '6933549']"
4965466,"['4959010', '4160399', '4160398', '5938816']"
4907879,"['19867218', '5337773', '5327904']"
4898993,"['4887520', '4887519', '4874307']"
186036,"['802513', '170607', '949336']"
14824411,"['19869519', '19870414', '18873865', '19871420', '19871418', '18143584']"
6706215,"['14022799', '4305180', '5844380', '5942999', '1165110', '4962241', '737910', '182722', '5913303']"
1090592,"['4923077', '4261111', '4099097', '4373740', '4941569', '4150652', '4404057', '4941570', '4576401']"
5829754,"['13889151', '14162533']"
6441888,"['4530310', '202950', '11783', '191809', '4504350', '6951196', '202957']"
13758073,['13398975']
5767880,"['13621406', '5765859', '14245345']"
8460646,"['6716424', '6614001', '1598904']"
19869404,['19869100']
19868943,['19868761']
4258796,"['4895537', '5322723', '4929867', '4940379', '4918356', '4107814', '4937784']"
6830716,['441994']
4550672,"['4256722', '4869214', '4942764', '4940379', '5271748']"
304580,"['13913207', '4327463', '4267065', '4351811', '193098', '920777']"
